name,wer_ev,cer_ev,wer_my,cer_my
all_wer_cer,33.698021862810094,10.787925550691998,-1,-1
p225,33.114384189934015,10.421648980986234,13.860865210227919,26.131562286479515
p226,35.13973637630023,9.185397891862129,12.402830963963426,24.952304658382054
p227,30.93861144082201,8.442653156808554,8.268330156079164,22.124207334713677
p228,34.35848611148695,9.828983724917904,12.229176509267104,25.075540261151115
p229,35.556022261392066,10.132785326182844,12.965913775002784,25.60058493353756
p230,37.74551204225,12.015238154062143,15.241010110912866,29.250514522453145
p231,36.723022168094104,10.98632990346068,13.147215302915363,28.001046892202986
p232,35.9935801091651,10.34979747103953,13.890585165330371,27.082015494791346
p233,33.046680701479474,9.813046859317048,11.854365490825595,23.989590347690775
p234,31.04181282232381,8.059167274986793,7.547682299614031,23.740173470309042
p236,38.583517632590755,11.69533280477478,14.252249536173126,30.84214622634981
p237,35.029977485935206,10.145835978616695,13.20339823367303,26.26931223653951
p238,36.76359439289742,10.2375376139268,13.920475214817904,30.186879300879752
p239,39.60810272321967,12.151120801518044,17.680642526784276,31.184869894319363
p240,32.97986144860609,8.778606438032536,9.553723612079047,23.317618905726988
p241,34.495236866749515,10.032957040815656,12.646895737751214,24.860342648028215
p243,29.074051731125238,8.235010045585437,9.976131315524643,20.925797446288097
p244,37.77967026687178,12.289662583936673,16.63446914057816,31.059410467962753
p245,33.3701464019064,9.039898606892772,10.866488159641587,23.88665464233205
p246,35.251066021849304,8.756390091777742,9.992437342297675,25.751730933128027
p247,36.52049675018555,10.987145259876646,16.78259061200237,28.119698977075835
p248,43.26623561337189,15.461796477268146,23.104531548639322,34.72530823572365
p249,38.47595928964629,13.878514746113455,19.74179909293813,32.10378803240459
p250,36.41468564694336,10.953224654504488,15.984908730502921,28.304878258905077
p251,52.30927370901176,22.104977830812135,35.75984459825853,45.44322718869493
p252,38.36268262703584,11.63852503240447,16.47374878695175,29.80352844705061
p253,39.531541148909604,11.130101740363584,14.694114034114035,31.228494351922247
p254,34.89265068449918,9.886037854386439,12.368503281083022,25.705972597712105
