name,wer_ev,cer_ev,wer_my,cer_my
all_wer_cer,25.08499969325847,7.464174218179502,-1,-1
p225,26.442668575071792,7.892743946095486,10.960359543749835,17.114198414690797
p226,27.76667430359557,7.414390271649667,9.050376728949706,15.911305097781021
p227,23.571704407548104,6.431242482631176,6.491874967146959,13.105365969317381
p228,25.455237113740907,6.937126855038279,7.628706017403169,14.320680304769425
p229,25.851227873567506,7.002852516489597,8.552308702114283,14.509405468875057
p230,26.61254530697178,7.585699559639615,8.122934633782245,15.93702570448852
p231,30.11375854812694,9.418008614074129,12.563704570283512,19.92801372944674
p232,28.056132889413515,7.917535794710535,9.860201638353542,15.89262979215923
p233,24.506582531712397,6.758006873390147,7.859717017717864,13.057467458100986
p234,22.35337855628854,5.319839474718957,3.9859045848066836,13.798333810181694
p236,27.61089956001893,8.153008659778969,10.34981388720157,17.067932230799002
p237,27.314888593896224,7.360453105369988,9.1137816097404,17.195957994119347
p238,25.13657767748514,6.738492508497139,8.675962742592699,14.782958963429238
p239,31.359092681234454,9.8143717020245,15.636395220319589,20.15967988553007
p240,24.706618295773364,6.426652084601883,6.344572950743549,13.030123546660601
p241,27.304716422111333,7.557184984623548,8.843166591041939,15.705911200481335
p243,24.468336693893864,7.266632043213233,9.31870360544763,14.007098160479288
p244,27.75408517903547,8.498409801900728,10.94858725193754,19.177555348698654
p245,26.296468572075977,6.976703225654129,8.36061108251117,14.838145258829321
p246,26.440302762762,6.422090585555279,6.655572081549734,15.52509436375082
p247,26.567450415715058,7.372051180678192,10.728306832486394,16.743311975137146
p249,27.21162365941952,8.045286957966887,9.215456015060928,17.861977421605673
p250,28.661732468888943,9.126253170645048,13.516583600234465,17.88452580026878
p251,39.405476494175346,15.54558154653669,25.60994618584863,30.223338574219873
p252,27.642442869536584,8.320524269091578,11.005227904256005,16.34141541935626
p253,30.588653666022104,8.799004412854709,11.529889369889368,20.040630725634724
p254,28.421002180237366,8.34439762526346,11.464076788303966,16.85524996236417
p255,27.22137456413538,7.4794131623286155,9.108522384905568,15.588760543831038
p256,26.34186889519926,6.949943274837413,7.6139134289604495,14.446352776334216
p257,33.16140331136909,10.166325326469419,14.02638887980266,20.986053135715338
p258,32.130331779588914,10.781001160068246,15.081213102571954,22.60365580637234
p259,23.752856691949354,5.836971796815572,5.500803269021892,13.25488763272133
p260,29.324075986532065,8.227578960709799,9.359978795202467,17.599129955442727
p261,23.872666886809444,6.946588993866501,7.745979700093623,13.275342108595321
p262,28.989931807072857,8.26236370855091,11.42236359241435,17.609678201400204
p263,30.238334838889955,11.054036025789424,16.118435642404805,21.77926650943926
p264,33.20169520266148,11.332068387290343,16.538322758084124,21.948545594722546
p265,27.96916100118167,7.720115959742,8.644286436669267,15.90413037502808
p266,35.38642537633781,12.135651679298553,17.760251790558602,24.985016295998136
p267,28.13532690640291,8.615788134230032,10.81335782432181,17.784300457326967
p268,22.171311759932166,4.983687739004905,4.488376814180548,11.673374766587168
p270,25.906063772506236,7.512938956337602,9.2477117580668,15.279525940897107
p271,26.723215634876397,6.642839003574015,6.414231957212481,14.499051952598101
p272,28.954731928845536,8.082058545879558,11.01828030637549,17.718623063819862
p273,29.374500618449872,8.618461932751877,11.885731402441094,19.2581745277711
p274,24.64591830546403,6.332799307398939,7.6450614522389975,13.578744943729623
p275,31.41169283065049,9.318499691209832,13.286035161518903,20.33225200148606
p276,24.02639312436367,5.933018674721267,7.161815646948933,13.786941187085649
p277,34.78140040289379,11.442017279399778,16.04431632873371,24.670840356071523
p278,25.876726759429822,7.321608133258255,9.640821324049691,15.110138420117872
p279,31.06730404310959,10.019745430821969,14.462814846142445,18.249306755307945
p280,23.288604930019293,7.023614694598011,8.461463636206899,13.284578885567365
p281,30.540254215485437,10.006786014977553,13.985214872550724,20.52102160710417
p282,30.301626436639662,9.494795044934952,12.138433391844943,19.604789509626933
p283,30.712265991035768,11.205302782533286,15.862630959982555,20.840426975685205
p284,29.827105466014626,8.288152202083625,10.718139423457215,17.83228646101806
p285,33.689024557827835,11.299553947432587,16.05614192473391,22.45634849133842
p286,24.335093325230307,6.1961790974870805,7.679884630506476,13.644905159400839
p287,25.584046349296244,7.038999304602702,7.057698542087234,14.726766965290876
p288,26.862463084180394,7.3941187288736305,9.098401424280993,14.977516602513042
p292,25.690627900577965,6.563403335963398,7.597760622155551,14.272073321977974
p294,25.298098252449115,6.3378494542628925,5.838493001613568,13.174087116544957
p295,32.17806131446286,10.323149058287207,15.528577255234644,22.28442369904004
p297,26.255021215449172,6.978609684276312,8.65592481719394,15.385263017546437
p298,25.786250594271486,6.894316450852626,9.135349420207806,15.001327705343034
p299,22.813419141259995,5.419210863379772,4.547681352652112,10.850894151205019
p300,22.81619711851369,5.777653587194911,6.07240749200548,11.88667559662104
p301,23.76171200401165,5.438338282014529,5.708692834605243,12.883709466401665
p302,31.377342610013624,9.501948433851487,14.548384999389446,20.428518448743887
p303,24.64047424077901,6.361230468790597,7.248927635792605,13.913021983815788
p304,29.780098528588965,9.606710908210056,12.705978042390884,18.91982223157881
p305,26.349997743938584,7.336294750685434,9.436237731947381,15.627224507804383
p306,26.291538353760757,7.13509280659,9.544219023624057,15.301532980230938
p307,21.573775541378406,4.749489605601982,4.534778664256772,10.455716061782322
p308,28.173319922930187,8.065386152617982,11.200935796400524,16.783385834148138
p310,28.19409474644639,7.823770411284551,8.863384327643377,17.374064923963086
p311,27.84652234435956,7.283103394668588,8.352400696092367,15.84668312216063
p312,28.607807582087602,7.478913345279715,8.724589730330646,16.05464401553159
p313,31.77172358465244,9.441069831886553,12.781794333238263,20.526222668882312
p314,25.701835159792502,7.038800089826654,9.308448035255665,14.922944054519638
p317,24.98087704639756,6.584247488351497,8.376098894619854,14.35501657910789
p318,23.963231493365917,5.408360230648623,4.089074519200486,11.669007288982995
p323,24.14839398964293,6.14012821082056,7.267324096831372,13.174049635767085
p326,35.06902799431726,11.707456239606795,17.94429707023692,25.13946262218494
p329,24.794348236594445,5.99814430272607,6.144255801234157,12.559150617740332
p330,22.911992901618113,5.336563629940206,4.463731784093859,12.070493244113841
p333,24.615976357692233,6.061762231454083,6.821440182797853,12.495124627028826
p334,28.072320462589012,7.762154633186858,10.400298109825366,16.388937489788084
p335,29.624851323199177,8.885107863282865,13.10689515191702,19.17200198513941
p336,28.038973823614683,7.854226353699658,8.572008100464409,16.818614922423738
p339,25.423849783356186,6.119483852981074,4.671855130762099,13.690694815883068
p340,30.520720138114672,9.431316424999109,11.314387159851881,18.52833094605482
p341,23.7980767419026,5.607223369893706,5.0358208038346115,12.441543138654234
p343,25.676355593151285,6.28590254156443,5.536917357827559,13.729323699602089
p345,28.64619329343151,7.666841944865305,7.584509668892536,17.04838723346761
p347,31.566353917401315,10.00700329433107,15.632529547236535,20.6649577121138
p351,30.697411610247453,10.155756788020335,13.238976628537616,19.746128020496204
p360,30.872420418191954,9.110190698034804,12.411041708970908,19.336124885730094
p361,27.619235372243743,7.617521641366296,7.6170820653650395,16.095207617424965
p362,27.644310474862454,6.962540249542916,6.855002079649061,14.068488093655617
p364,30.086255959017553,8.622724123503271,11.046724761637895,17.570893676433144
p374,26.505114588138213,6.991696698167805,7.400472444100869,13.868395639292785
p376,23.97088143300322,5.833276541699533,5.301368439027984,11.405975330831291
total_files_total_wer_cer,27.60198822087738,9.920549156799751,7.894587683061368,16.58737522509667
total_by_speakers,27.588160834315698,7.871956675755182,9.860648959718358,16.551015643464833
